College,Branch,Category,ClosingRank,Percentile,CollegeShort
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Artificial Intelligence (AI) and Data Science,LOPENH,72650,73.8893284,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Artificial Intelligence (AI) and Data Science,LOPENO,93858,65.0377535,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Artificial Intelligence (AI) and Data Science,LSCH,134979,41.8427081,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Artificial Intelligence (AI) and Data Science,LSEBCH,110305,56.846611,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Civil,GNT1H,135399,41.3261276,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Civil,GNT2H,152641,28.3301002,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Civil,GNT3H,156773,24.7657909,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Civil,GOBCH,141818,36.6611018,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Civil,GOPENH,127799,46.3188381,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Civil,LOBCH,151153,29.3071786,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Civil,LOPENH,150682,30.3265615,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Civil,LSEBCH,163181,19.1366185,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,GOBCH,73529,73.7743452,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,GOBCO,88683,67.294477,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,GOPENH,65847,76.7300255,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,GOPENO,72053,74.3614357,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,GSCH,103383,60.2294112,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,GSEBCH,100730,60.8485656,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,GSEBCO,101271,60.6237408,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,GVJH,97504,63.0701676,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,LNT2H,82114,70.2544031,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,LNT3H,83958,69.275473,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,LOBCH,71160,74.5088207,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,LOBCO,83268,69.7604398,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,LOPENH,59817,79.1318865,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,LOPENO,60190,78.9969285,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Computer Engineering,LSEBCH,60321,78.9969285,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,GNT1H,123255,48.8696809,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,GNT2H,128503,45.5784574,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,GOBCH,110446,56.846611,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,GOBCO,135062,41.8427081,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,GOPENH,103577,60.1504384,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,GOPENO,129578,45.3423263,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,GSCH,161024,21.3858708,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,GSCO,131064,44.3676458,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,GSEBCH,141801,36.6611018,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,GSEBCO,160628,21.4924132,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,GVJH,107281,57.8688386,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,LNT2H,94263,64.6500162,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,LOBCH,103690,60.1504384,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,LOPENH,92686,65.3627105,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,LOPENO,122849,49.513096,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,LSCH,136592,40.2848342,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ENTC,LSEBCH,110159,56.9588351,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ME,GNT1O,172729,9.3921759,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ME,GNT2H,123891,48.6637821,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ME,GNT2O,167057,15.4906838,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ME,GNT3H,122895,49.513096,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ME,GOBCH,136572,40.2848342,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ME,GOBCO,134583,42.1597155,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ME,GOPENH,120603,50.8618056,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ME,GOPENO,122462,49.7949643,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ME,GSCH,178229,2.1202544,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ME,LOPENH,168810,13.6336642,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",ME,LOPENO,161652,20.9410678,Ahmednagar Jilha Maratha Vidya Prasarak Samajache
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,DEFOBCS,67739,76.1268781,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,DEFOPENS,43363,85.2125768,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,DEFROBCS,55441,80.7413807,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,DEFSEBCS,60643,78.9173428,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,EWS,76065,72.6095528,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GNT1H,68159,75.8854903,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GNT2H,46517,84.0259309,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GNT2O,31208,89.4519884,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GNT3H,45364,84.4941393,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GOBCH,38776,86.803005,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GOBCO,30394,89.778798,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GOPENH,35222,88.0535835,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GOPENO,28781,90.3847828,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GSCH,65417,76.7997668,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GSCO,46454,84.0259309,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GSEBCH,43030,85.2662319,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GSEBCO,31320,89.3907269,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GSTH,150479,30.4575002,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GVJH,58717,79.5235744,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,GVJO,36050,87.8152279,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,LNT1H,73944,73.5848302,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,LNT2H,43220,85.2572473,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,LNT3H,50844,82.4751693,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,LOBCH,36394,87.5598503,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,LOBCO,32226,89.1373005,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,LOPENH,35042,88.1228442,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,LOPENO,30411,89.778798,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,LSCH,52106,81.934184,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,LSCO,52845,81.7658119,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,LSEBCH,43623,85.0982359,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Artificial Intelligence and Data Science,TFWS,28258,90.4876606,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Civil,GNT1H,175095,6.2399253,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Civil,GNT2H,178123,2.34375,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Civil,GNT2O,119029,51.2783205,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Civil,GNT3H,120566,50.8618056,Ajeenkya DY Patil School of Engineering
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Civil,GOBCH,145183,34.5790896,Ajeenkya DY Patil School of Engineering
